recipient,region,SIDS,income,total_commitment,commitment_per_capita,ECON_vulnerability,ENV_vulnerability,ECON_lack_resilience,ENV_lack_resilience,CRDF_PER_CAPITA_2015,CRDF_PER_CAPITA_2016,CRDF_PER_CAPITA_2017,CRDF_PER_CAPITA_2018,CRDF_PER_CAPITA_2019,CRDF_PER_CAPITA_2020,CRDF_PER_CAPITA_2021,CRDF_PER_CAPITA_2022,CRDF_PER_CAPITA_2023
Brazil,Latin America & the Caribbean,0,UMICs,18256300060.09294,87.75695848544615,17.813874637434242,34.19090670896137,59.04447767973945,33.7420894344146,3.1805078261444586,5.404124455022792,6.087843318030455,12.355921251028231,12.109839946483717,12.538642898359852,7.454553711076037,13.050790970295647,15.574734109004957
Burkina Faso,Africa,0,LDCs,3889380033.565702,181.9674256880153,52.03683616718994,60.720823614219995,46.65759181417246,66.43628324914758,6.443510038916521,17.87198194665154,16.82438811127606,13.882818282060509,18.033293869431805,21.637270950007288,38.235345374683135,16.494160064757406,32.544657050231045
Burundi,Africa,0,LDCs,1250571637.1090837,101.80260214129203,62.11088668593024,45.54225211041668,61.54649055656477,69.87945837404938,11.742613697791201,7.1079587399928625,18.898585814106195,8.144095786316852,6.065070437196978,15.995441838377594,11.614031939998297,11.401189897341682,10.833613990170367
Cabo Verde,Africa,1,LMICs,456010802.3429053,877.5180153980482,73.61051166388783,54.39130565728786,46.49396825695189,79.49664966858163,11.25306168443415,27.910673615085916,23.557753271685616,10.342993037022612,72.14855822645364,35.62027129868307,98.70039107304905,84.11254833970355,513.8717648519306
Cambodia,Asia,0,LDCs,5024435058.84492,300.2955342166615,55.88593036855132,54.137420538917596,39.25844558307958,44.230160258219726,24.654592008546885,14.863696714057442,8.01788998524533,36.44555163133765,31.162562558428878,46.32105470791956,30.15515000238239,54.62067161398351,54.05436499475991
Cameroon,Africa,0,LMICs,4337044370.091303,164.2723851511077,19.188511645376078,32.44075394683843,38.4750085828771,30.845065939423222,2.0744120976854834,7.225734885738136,14.015697297221726,20.054439796608854,7.73542412707313,33.57221513827451,16.43982065424376,36.37063936415302,26.784001790109066
Central African Republic,Africa,0,LDCs,746676612.9659128,148.23355935457002,55.051681720218745,33.823659097533664,54.6246716712778,17.45482864059299,1.364754328191025,2.859656849225265,3.275386821311546,17.786626280974932,23.308296771170927,16.37469180823154,19.176192053672704,25.688735376998444,38.399219064793634
Chad,Africa,0,LDCs,2190730825.5371513,125.00543842160772,81.95983517572658,65.13174904338533,46.91733588086906,65.36148005987778,4.195766243656965,15.948658078384668,1.3983459443228623,9.423232208672852,7.110015108748898,17.34260724842491,9.216841699773205,39.181739227059836,21.188232662563543
Chile,Latin America & the Caribbean,0,MADCTs,646875906.710852,34.62409461297795,38.627389279507135,53.4116277539251,63.24129457371728,65.02146657612367,4.729329324853005,13.662052954806542,5.475739226942493,0.0,0.0,0.0,0.0,10.756973106375911,0.0
China,Asia,0,UMICs,18664476446.568127,13.292697547350826,39.84263388339556,54.06022014102629,16.80605388902612,68.95065384142826,0.6394064012953865,1.5133534343841255,1.2291055625522815,1.7532468989919747,2.276153184913466,1.7445898189704743,1.5173403991941572,1.410121653428394,1.2093801936205648
Colombia,Latin America & the Caribbean,0,UMICs,14347111935.648094,285.09770397333034,22.32619272972745,28.93124932413175,48.72202162695992,42.19325512104274,20.449368554209684,9.998169221471754,33.92610166116808,18.98381833617228,27.313488980868087,27.771899575844266,53.86677842673718,55.94383787294267,36.84424134391635
Comoros,Africa,1,LDCs,460823125.526008,569.5552009051202,51.84768735751352,50.57467631183444,64.19460271620972,52.64762709454023,17.84588082335524,22.11946276942728,25.82065365679771,1.7830052980699829,113.86932247153358,120.55443855862227,33.79696480215604,134.5660416757444,99.19943084941374
Congo,Africa,0,LMICs,618920655.2538832,107.00213499769671,55.163599283396415,34.802118507475925,45.817448129874606,46.89687864753083,14.705234943387287,0.21609376186102697,4.276065019273142,12.264991928903369,14.49371699354328,1.269319140407362,13.789132978269727,10.78037803853149,35.207202193520025
Costa Rica,Latin America & the Caribbean,0,UMICs,6058984000.229293,1199.9989763377898,27.02993539701122,40.27401866992052,58.76200518014198,50.56744878797558,47.592765690312284,3.0299990596633672,49.16469214674148,21.17494409851206,27.322805566812605,295.7066129002205,136.2823964762328,441.67443339905105,178.05032700024387
Cuba,Latin America & the Caribbean,1,UMICs,545166342.0808456,48.852642197911635,41.15893383553994,68.4110986213358,54.308507850917486,42.029079841882094,1.833455093170289,2.503218969665447,3.3307676561568185,4.795370699925167,7.866321802039421,5.488317297195413,15.569088596738334,2.233895168382789,5.2322069146379535
Côte d'Ivoire,Africa,0,LMICs,6282269220.661057,214.80634542976776,40.23658756241182,36.063422898852636,41.72461373869226,33.39063881897752,4.678414317940688,9.641111756540118,13.094717775912235,11.552255826445444,27.335765266367012,29.016881918256782,24.93646687422653,63.98326246716996,30.567469226908994
Democratic People's Republic of Korea,Asia,0,Other LICs,8621950.738540674,0.3331820204788005,28.463470371947412,51.18416131914771,37.35052625819749,56.49823859713682,0.018408472720526876,0.02990226272499489,0.19643757167703615,0.004416503541339633,0.028418449792233815,0.027089935509042592,0.024227401024142194,0.00019403927517519284,0.004087384214309193
Democratic Republic of the Congo,Africa,0,LDCs,5685918338.138022,57.94286071055015,61.150312856248746,31.83392812617446,44.48775813163812,42.33080263266179,2.990540252475766,2.365722425114532,3.9594616436730856,2.6133639972736535,2.204617300653662,5.582775799885883,10.649826477494019,14.504137136552067,13.072415677427482
Djibouti,Africa,0,LDCs,618084032.6850029,556.8752893597546,71.13566243361865,72.01748722454266,51.47662227714441,90.27329239036132,19.075218704485298,6.7566005358921455,73.67295231855871,47.778382690572975,31.741097086150717,71.84525015325279,83.09589391217797,91.4161330232857,131.4937609353783
